Confirmed cases,Country/Territory/Area,Days since last reported case,Total cases with possible or confirmed transmission In reporting country,Total cases with possible or confirmed transmission Outside reporting country and outside China,Total cases with possible or confirmed transmission outside of China,Total cases with site of transmission under investigation,Total cases with travel history to China,Total deaths,Transmission classification,report date
3.0,Italy,,,,0.0,0.0,3.0,0.0,,2020-02-10
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-10
2.0,Spain,,,,2.0,0.0,0.0,0.0,,2020-02-10
1.0,Belgium,,,,0.0,0.0,1.0,0.0,,2020-02-10
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-10
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-10
7.0,United Arab Emirates,,,,1.0,0.0,6.0,0.0,,2020-02-10
70.0,International conveyance (Japan),,,,0.0,70.0,0.0,0.0,,2020-02-10
40554.0,Total,,,,80.0,82.0,157.0,910.0,,2020-02-10
42638.0,China,,,,,,,1016.0,,2020-02-11
42.0,Hong Kong,,,,,,,1.0,,2020-02-11
10.0,Macau,,,,,,,,,2020-02-11
18.0,Taiwan,,,,,,,,,2020-02-11
45.0,Singapore,,,,23.0,0.0,22.0,0.0,,2020-02-11
28.0,Republic of Korea,,,,12.0,3.0,13.0,0.0,,2020-02-11
26.0,Japan,,,,4.0,0.0,22.0,0.0,,2020-02-11
18.0,Malaysia,,,,3.0,0.0,15.0,0.0,,2020-02-11
15.0,Australia,,,,0.0,0.0,15.0,0.0,,2020-02-11
15.0,Viet Nam,,,,6.0,1.0,8.0,0.0,,2020-02-11
3.0,Philippines,,,,0.0,1.0,2.0,1.0,,2020-02-11
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-11
33.0,Thailand,,,,6.0,4.0,23.0,0.0,,2020-02-11
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-11
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-11
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-11
13.0,United States of America,,,,2.0,0.0,11.0,0.0,,2020-02-11
7.0,Canada,,,,0.0,1.0,6.0,0.0,,2020-02-11
14.0,Germany,,,,12.0,0.0,2.0,0.0,,2020-02-11
11.0,France,,,,6.0,0.0,5.0,0.0,,2020-02-11
8.0,United Kingdom,,,,7.0,0.0,1.0,0.0,,2020-02-11
3.0,Italy,,,,0.0,0.0,3.0,0.0,,2020-02-11
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-11
2.0,Spain,,,,2.0,0.0,0.0,0.0,,2020-02-11
1.0,Belgium,,,,0.0,0.0,1.0,0.0,,2020-02-11
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-11
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-11
8.0,United Arab Emirates,,,,1.0,1.0,6.0,0.0,,2020-02-11
135.0,International conveyance (Japan),,,,0.0,135.0,0.0,0.0,,2020-02-11
43103.0,Total,,,,84.0,146.0,165.0,1018.0,,2020-02-11
44653.0,China,,,,,,,1113.0,,2020-02-12
47.0,Singapore,,,,25.0,0.0,22.0,0.0,,2020-02-12
28.0,Japan,,,,4.0,0.0,24.0,0.0,,2020-02-12
28.0,Republic of Korea,,,,12.0,3.0,13.0,0.0,,2020-02-12
18.0,Malaysia,,,,3.0,0.0,15.0,0.0,,2020-02-12
15.0,Australia,,,,0.0,0.0,15.0,0.0,,2020-02-12
15.0,Viet Nam,,,,7.0,0.0,8.0,0.0,,2020-02-12
3.0,Philippines,,,,0.0,1.0,2.0,1.0,,2020-02-12
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-12
33.0,Thailand,,,,6.0,4.0,23.0,0.0,,2020-02-12
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-12
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-12
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-12
13.0,United States of America,,,,2.0,0.0,11.0,0.0,,2020-02-12
7.0,Canada,,,,0.0,1.0,6.0,0.0,,2020-02-12
16.0,Germany,,,,14.0,0.0,2.0,0.0,,2020-02-12
11.0,France,,,,6.0,0.0,5.0,0.0,,2020-02-12
8.0,United Kingdom,,,,7.0,0.0,1.0,0.0,,2020-02-12
3.0,Italy,,,,0.0,0.0,3.0,0.0,,2020-02-12
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-12
2.0,Spain,,,,2.0,0.0,0.0,0.0,,2020-02-12
1.0,Belgium,,,,0.0,0.0,1.0,0.0,,2020-02-12
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-12
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-12
8.0,United Arab Emirates,,,,1.0,1.0,6.0,0.0,,2020-02-12
175.0,International conveyance (Japan),,,,1.0,174.0,0.0,0.0,,2020-02-12
49.0,Hong Kong,,,,,,,1.0,,2020-02-12
10.0,Macau,,,,,,,0.0,,2020-02-12
18.0,Taiwan,,,,,,,0.0,,2020-02-12
45171.0,Total,,,,90.0,184.0,167.0,1115.0,,2020-02-12
46472.0,China,,,,,,,1367.0,,2020-02-13
50.0,Singapore,,,,28.0,0.0,22.0,0.0,,2020-02-13
29.0,Japan,,,,5.0,0.0,24.0,0.0,,2020-02-13
28.0,Republic of Korea,,,,12.0,3.0,13.0,0.0,,2020-02-13
18.0,Malaysia,,,,3.0,0.0,15.0,0.0,,2020-02-13
16.0,Viet Nam,,,,8.0,0.0,8.0,0.0,,2020-02-13
15.0,Australia,,,,0.0,0.0,15.0,0.0,,2020-02-13
3.0,Philippines,,,,0.0,0.0,3.0,1.0,,2020-02-13
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-13
33.0,Thailand,,,,6.0,4.0,23.0,0.0,,2020-02-13
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-13
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-13
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-13
14.0,United States of America,,,,2.0,0.0,12.0,0.0,,2020-02-13
7.0,Canada,,,,0.0,1.0,6.0,0.0,,2020-02-13
16.0,Germany,,,,14.0,0.0,2.0,0.0,,2020-02-13
11.0,France,,,,6.0,0.0,5.0,0.0,,2020-02-13
9.0,United Kingdom,,,,7.0,0.0,2.0,0.0,,2020-02-13
3.0,Italy,,,,0.0,0.0,3.0,0.0,,2020-02-13
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-13
2.0,Spain,,,,2.0,0.0,0.0,0.0,,2020-02-13
1.0,Belgium,,,,0.0,0.0,1.0,0.0,,2020-02-13
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-13
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-13
8.0,United Arab Emirates,,,,1.0,1.0,6.0,0.0,,2020-02-13
174.0,International conveyance (Japan),,,,0.0,174.0,0.0,0.0,,2020-02-13
50.0,Hong Kong,,,,,,,1.0,,2020-02-13
10.0,Macau,,,,,,,0.0,,2020-02-13
18.0,Taiwan,,,,,,,0.0,,2020-02-13
46997.0,Total,,,,94.0,183.0,170.0,1369.0,,2020-02-13
58.0,Singapore,,,,36.0,0.0,22.0,0.0,,2020-02-14
33.0,Japan,,,,9.0,0.0,24.0,1.0,,2020-02-14
28.0,Republic of Korea,,,,12.0,3.0,13.0,0.0,,2020-02-14
19.0,Malaysia,,,,4.0,0.0,15.0,0.0,,2020-02-14
16.0,Viet Nam,,,,8.0,0.0,8.0,0.0,,2020-02-14
15.0,Australia,,,,0.0,0.0,15.0,0.0,,2020-02-14
3.0,Philippines,,,,0.0,0.0,3.0,1.0,,2020-02-14
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-14
33.0,Thailand,,,,6.0,4.0,23.0,0.0,,2020-02-14
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-14
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-14
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-14
15.0,United States of America,,,,2.0,0.0,13.0,0.0,,2020-02-14
7.0,Canada,,,,0.0,1.0,6.0,0.0,,2020-02-14
16.0,Germany,,,,14.0,0.0,2.0,0.0,,2020-02-14
11.0,France,,,,6.0,0.0,5.0,0.0,,2020-02-14
9.0,United Kingdom,,,,7.0,0.0,2.0,0.0,,2020-02-14
3.0,Italy,,,,0.0,0.0,3.0,0.0,,2020-02-14
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-14
2.0,Spain,,,,2.0,0.0,0.0,0.0,,2020-02-14
1.0,Belgium,,,,0.0,0.0,1.0,0.0,,2020-02-14
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-14
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-14
8.0,United Arab Emirates,,,,1.0,1.0,6.0,0.0,,2020-02-14
218.0,International conveyance (Japan),,,,0.0,218.0,0.0,0.0,,2020-02-14
48467.0,China,,,,,,,1380.0,,2020-02-14
53.0,Hong Kong,,,,,,,1.0,,2020-02-14
10.0,Macau,,,,,,,0.0,,2020-02-14
18.0,Taiwan,,,,,,,0.0,,2020-02-14
49053.0,Total,,,,107.0,227.0,171.0,1383.0,,2020-02-14
67.0,Singapore,,,,44.0,1.0,22.0,0.0,,2020-02-15
41.0,Japan,,,,16.0,0.0,25.0,1.0,,2020-02-15
28.0,Republic of Korea,,,,12.0,3.0,13.0,0.0,,2020-02-15
21.0,Malaysia,,,,4.0,1.0,16.0,0.0,,2020-02-15
16.0,Viet Nam,,,,8.0,0.0,8.0,0.0,,2020-02-15
15.0,Australia,,,,3.0,0.0,12.0,0.0,,2020-02-15
3.0,Philippines,,,,0.0,0.0,3.0,1.0,,2020-02-15
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-15
34.0,Thailand,,,,7.0,4.0,23.0,0.0,,2020-02-15
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-15
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-15
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-15
15.0,United States of America,,,,2.0,0.0,13.0,0.0,,2020-02-15
7.0,Canada,,,,0.0,1.0,6.0,0.0,,2020-02-15
16.0,Germany,,,,14.0,0.0,2.0,0.0,,2020-02-15
11.0,France,,,,6.0,0.0,5.0,0.0,,2020-02-15
9.0,United Kingdom,,,,7.0,0.0,2.0,0.0,,2020-02-15
3.0,Italy,,,,0.0,0.0,3.0,0.0,,2020-02-15
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-15
2.0,Spain,,,,2.0,0.0,0.0,0.0,,2020-02-15
1.0,Belgium,,,,0.0,0.0,1.0,0.0,,2020-02-15
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-15
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-15
8.0,United Arab Emirates,,,,1.0,1.0,6.0,0.0,,2020-02-15
1.0,Egypt,,,,1.0,0.0,0.0,0.0,,2020-02-15
218.0,International conveyance (Japan),,,,0.0,218.0,0.0,0.0,,2020-02-15
49970.0,China,,,,,,,1523.0,,2020-02-15
56.0,Hong Kong,,,,,,,1.0,,2020-02-15
10.0,Macau,,,,,,,0.0,,2020-02-15
18.0,Taiwan,,,,,,,0.0,,2020-02-15
50580.0,Total,,,,127.0,229.0,170.0,1526.0,,2020-02-15
72.0,Singapore,,,,49.0,1.0,22.0,0.0,,2020-02-16
53.0,Japan,,,,27.0,0.0,26.0,1.0,,2020-02-16
29.0,Republic of Korea,,,,13.0,3.0,13.0,0.0,,2020-02-16
22.0,Malaysia,,,,4.0,1.0,17.0,0.0,,2020-02-16
16.0,Viet Nam,,,,8.0,0.0,8.0,0.0,,2020-02-16
15.0,Australia,,,,3.0,0.0,12.0,0.0,,2020-02-16
3.0,Philippines,,,,0.0,0.0,3.0,1.0,,2020-02-16
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-16
34.0,Thailand,,,,7.0,4.0,23.0,0.0,,2020-02-16
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-16
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-16
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-16
15.0,United States of America,,,,2.0,0.0,13.0,0.0,,2020-02-16
7.0,Canada,,,,0.0,1.0,6.0,0.0,,2020-02-16
16.0,Germany,,,,14.0,0.0,2.0,0.0,,2020-02-16
12.0,France,,,,7.0,0.0,5.0,1.0,,2020-02-16
9.0,United Kingdom,,,,7.0,0.0,2.0,0.0,,2020-02-16
3.0,Italy,,,,0.0,0.0,3.0,0.0,,2020-02-16
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-16
2.0,Spain,,,,2.0,0.0,0.0,0.0,,2020-02-16
1.0,Belgium,,,,0.0,0.0,1.0,0.0,,2020-02-16
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-16
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-16
8.0,United Arab Emirates,,,,1.0,1.0,6.0,0.0,,2020-02-16
1.0,Egypt,,,,1.0,0.0,0.0,0.0,,2020-02-16
355.0,International conveyance (Japan),,,,0.0,355.0,0.0,0.0,,2020-02-16
51090.0,China,,,,,,,1665.0,,2020-02-16
56.0,Hong Kong,,,,,,,1.0,,2020-02-16
10.0,Macau,,,,,,,0.0,,2020-02-16
18.0,Taiwan,,,,,,,0.0,,2020-02-16
51857.0,Total,,,,145.0,366.0,172.0,1669.0,,2020-02-16
75.0,Singapore,,,,52.0,1.0,22.0,0.0,,2020-02-17
59.0,Japan,,,,33.0,0.0,26.0,1.0,,2020-02-17
30.0,Republic of Korea,,,,14.0,3.0,13.0,0.0,,2020-02-17
22.0,Malaysia,,,,4.0,1.0,17.0,0.0,,2020-02-17
16.0,Viet Nam,,,,8.0,0.0,8.0,0.0,,2020-02-17
15.0,Australia,,,,3.0,0.0,12.0,0.0,,2020-02-17
3.0,Philippines,,,,0.0,0.0,3.0,1.0,,2020-02-17
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-17
35.0,Thailand,,,,7.0,5.0,23.0,0.0,,2020-02-17
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-17
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-17
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-17
15.0,United States of America,,,,2.0,0.0,13.0,0.0,,2020-02-17
7.0,Canada,,,,0.0,1.0,6.0,0.0,,2020-02-17
16.0,Germany,,,,14.0,0.0,2.0,0.0,,2020-02-17
12.0,France,,,,7.0,0.0,5.0,1.0,,2020-02-17
9.0,United Kingdom,,,,7.0,0.0,2.0,0.0,,2020-02-17
3.0,Italy,,,,0.0,0.0,3.0,0.0,,2020-02-17
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-17
2.0,Spain,,,,2.0,0.0,0.0,0.0,,2020-02-17
1.0,Belgium,,,,0.0,0.0,1.0,0.0,,2020-02-17
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-17
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-17
9.0,United Arab Emirates,,,,2.0,1.0,6.0,0.0,,2020-02-17
1.0,Egypt,,,,1.0,0.0,0.0,0.0,,2020-02-17
454.0,International conveyance (Japan),,,,0.0,454.0,0.0,0.0,,2020-02-17
70548.0,China,,,,,,,1770.0,,2020-02-17
57.0,Hong Kong,,,,,,,1.0,,2020-02-17
10.0,Macau,,,,,,,0.0,,2020-02-17
20.0,Taiwan,,,,,,,1.0,,2020-02-17
71429.0,Total,,,,156.0,466.0,172.0,1775.0,,2020-02-17
77.0,Singapore,,,,53.0,1.0,23.0,0.0,,2020-02-18
65.0,Japan,,,,39.0,0.0,26.0,1.0,,2020-02-18
31.0,Republic of Korea,,,,15.0,3.0,13.0,0.0,,2020-02-18
22.0,Malaysia,,,,4.0,1.0,17.0,0.0,,2020-02-18
16.0,Viet Nam,,,,8.0,0.0,8.0,0.0,,2020-02-18
15.0,Australia,,,,3.0,0.0,12.0,0.0,,2020-02-18
3.0,Philippines,,,,0.0,0.0,3.0,1.0,,2020-02-18
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-18
35.0,Thailand,,,,7.0,5.0,23.0,0.0,,2020-02-18
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-18
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-18
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-18
15.0,United States of America,,,,2.0,0.0,13.0,0.0,,2020-02-18
8.0,Canada,,,,0.0,2.0,6.0,0.0,,2020-02-18
16.0,Germany,,,,14.0,0.0,2.0,0.0,,2020-02-18
12.0,France,,,,7.0,0.0,5.0,1.0,,2020-02-18
9.0,United Kingdom,,,,7.0,0.0,2.0,0.0,,2020-02-18
3.0,Italy,,,,0.0,0.0,3.0,0.0,,2020-02-18
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-18
2.0,Spain,,,,2.0,0.0,0.0,0.0,,2020-02-18
1.0,Belgium,,,,0.0,0.0,1.0,0.0,,2020-02-18
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-18
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-18
9.0,United Arab Emirates,,,,2.0,1.0,6.0,0.0,,2020-02-18
1.0,Egypt,,,,1.0,0.0,0.0,0.0,,2020-02-18
454.0,International conveyance (Japan),,,,0.0,454.0,0.0,0.0,,2020-02-18
72436.0,China,,,,,,,1868.0,,2020-02-18
60.0,Hong Kong,,,,,,,1.0,,2020-02-18
10.0,Macau,,,,,,,0.0,,2020-02-18
22.0,Taiwan,,,,,,,1.0,,2020-02-18
73332.0,Total,,,,164.0,467.0,173.0,1873.0,,2020-02-18
81.0,Singapore,,51.0,0.0,51.0,7.0,23.0,0.0,,2020-02-19
73.0,Japan,,39.0,3.0,42.0,5.0,26.0,1.0,,2020-02-19
51.0,Republic of Korea,,29.0,4.0,33.0,5.0,13.0,0.0,,2020-02-19
22.0,Malaysia,,2.0,1.0,3.0,2.0,17.0,0.0,,2020-02-19
16.0,Viet Nam,,8.0,0.0,8.0,0.0,8.0,0.0,,2020-02-19
15.0,Australia,,3.0,0.0,3.0,0.0,12.0,0.0,,2020-02-19
3.0,Philippines,,0.0,0.0,0.0,0.0,3.0,1.0,,2020-02-19
1.0,Cambodia,,0.0,0.0,0.0,0.0,1.0,0.0,,2020-02-19
35.0,Thailand,,5.0,0.0,5.0,7.0,23.0,0.0,,2020-02-19
3.0,India,,0.0,0.0,0.0,0.0,3.0,0.0,,2020-02-19
1.0,Nepal,,0.0,0.0,0.0,0.0,1.0,0.0,,2020-02-19
1.0,Sri Lanka,,0.0,0.0,0.0,0.0,1.0,0.0,,2020-02-19
15.0,United States of America,,2.0,0.0,2.0,0.0,13.0,0.0,,2020-02-19
8.0,Canada,,0.0,0.0,0.0,1.0,7.0,0.0,,2020-02-19
16.0,Germany,,14.0,0.0,14.0,0.0,2.0,0.0,,2020-02-19
12.0,France,,7.0,0.0,7.0,0.0,5.0,1.0,,2020-02-19
9.0,United Kingdom,,1.0,6.0,7.0,0.0,2.0,0.0,,2020-02-19
3.0,Italy,,0.0,0.0,0.0,0.0,3.0,0.0,,2020-02-19
2.0,Russian Federation,,0.0,0.0,0.0,0.0,2.0,0.0,,2020-02-19
2.0,Spain,,0.0,2.0,2.0,0.0,0.0,0.0,,2020-02-19
1.0,Belgium,,0.0,0.0,0.0,0.0,1.0,0.0,,2020-02-19
1.0,Finland,,0.0,0.0,0.0,0.0,1.0,0.0,,2020-02-19
1.0,Sweden,,0.0,0.0,0.0,0.0,1.0,0.0,,2020-02-19
9.0,United Arab Emirates,,2.0,0.0,2.0,1.0,6.0,0.0,,2020-02-19
1.0,Egypt,,1.0,0.0,1.0,0.0,0.0,0.0,,2020-02-19
542.0,International conveyance (Japan),,0.0,0.0,0.0,542.0,0.0,0.0,,2020-02-19
74185.0,China,,,,0.0,,,2004.0,,2020-02-19
62.0,Hong Kong,,,,0.0,,,1.0,,2020-02-19
10.0,Macau,,,,0.0,,,0.0,,2020-02-19
23.0,Taiwan,,,,0.0,,,1.0,,2020-02-19
75204.0,Total,,164.0,16.0,180.0,570.0,174.0,2009.0,,2020-02-19
104.0,Republic of Korea,,72.0,4.0,,15.0,13.0,1.0,,2020-02-20
85.0,Japan,,46.0,5.0,,8.0,26.0,1.0,,2020-02-20
84.0,Singapore,,54.0,0.0,,7.0,23.0,0.0,,2020-02-20
22.0,Malaysia,,2.0,1.0,,2.0,17.0,0.0,,2020-02-20
16.0,Viet Nam,,8.0,0.0,,0.0,8.0,0.0,,2020-02-20
15.0,Australia,,3.0,0.0,,0.0,12.0,0.0,,2020-02-20
3.0,Philippines,,0.0,0.0,,0.0,3.0,1.0,,2020-02-20
1.0,Cambodia,,0.0,0.0,,0.0,1.0,0.0,,2020-02-20
35.0,Thailand,,5.0,0.0,,7.0,23.0,0.0,,2020-02-20
3.0,India,,0.0,0.0,,0.0,3.0,0.0,,2020-02-20
1.0,Nepal,,0.0,0.0,,0.0,1.0,0.0,,2020-02-20
1.0,Sri Lanka,,0.0,0.0,,0.0,1.0,0.0,,2020-02-20
15.0,United States of America,,2.0,0.0,,0.0,13.0,0.0,,2020-02-20
8.0,Canada,,0.0,0.0,,1.0,7.0,0.0,,2020-02-20
16.0,Germany,,14.0,0.0,,0.0,2.0,0.0,,2020-02-20
12.0,France,,7.0,0.0,,0.0,5.0,1.0,,2020-02-20
9.0,United Kingdom,,1.0,6.0,,0.0,2.0,0.0,,2020-02-20
3.0,Italy,,0.0,0.0,,0.0,3.0,0.0,,2020-02-20
2.0,Russian Federation,,0.0,0.0,,0.0,2.0,0.0,,2020-02-20
2.0,Spain,,0.0,2.0,,0.0,0.0,0.0,,2020-02-20
1.0,Belgium,,0.0,0.0,,0.0,1.0,0.0,,2020-02-20
1.0,Finland,,0.0,0.0,,0.0,1.0,0.0,,2020-02-20
1.0,Sweden,,0.0,0.0,,0.0,1.0,0.0,,2020-02-20
9.0,United Arab Emirates,,2.0,0.0,,1.0,6.0,0.0,,2020-02-20
2.0,Iran,,0.0,0.0,,2.0,0.0,2.0,,2020-02-20
1.0,Egypt,,1.0,0.0,,0.0,0.0,0.0,,2020-02-20
621.0,International conveyance (Japan),,0.0,0.0,,621.0,0.0,2.0,,2020-02-20
65.0,Hong Kong,,,,,,,2.0,,2020-02-20
10.0,Macau,,,,,,,0.0,,2020-02-20
24.0,Taiwan,,,,,,,1.0,,2020-02-20
74576.0,China,,,,,,,2118.0,,2020-02-20
75748.0,Total,,,,,,,2129.0,,2020-02-20
204.0,Republic of Korea,,158.0,4.0,,29.0,13.0,1.0,,2020-02-21
93.0,Japan,,57.0,5.0,,4.0,27.0,1.0,,2020-02-21
85.0,Singapore,,55.0,0.0,,7.0,23.0,0.0,,2020-02-21
22.0,Malaysia,,2.0,1.0,,2.0,17.0,0.0,,2020-02-21
17.0,Australia,,3.0,2.0,,0.0,12.0,0.0,,2020-02-21
16.0,Viet Nam,,8.0,0.0,,0.0,8.0,0.0,,2020-02-21
3.0,Philippines,,0.0,0.0,,0.0,3.0,1.0,,2020-02-21
1.0,Cambodia,,0.0,0.0,,0.0,1.0,0.0,,2020-02-21
35.0,Thailand,,5.0,0.0,,7.0,23.0,0.0,,2020-02-21
3.0,India,,0.0,0.0,,0.0,3.0,0.0,,2020-02-21
1.0,Nepal,,0.0,0.0,,0.0,1.0,0.0,,2020-02-21
1.0,Sri Lanka,,0.0,0.0,,0.0,1.0,0.0,,2020-02-21
15.0,United States of America,,2.0,0.0,,0.0,13.0,0.0,,2020-02-21
8.0,Canada,,0.0,0.0,,1.0,7.0,0.0,,2020-02-21
16.0,Germany,,14.0,0.0,,0.0,2.0,0.0,,2020-02-21
12.0,France,,7.0,0.0,,0.0,5.0,1.0,,2020-02-21
9.0,United Kingdom,,1.0,6.0,,0.0,2.0,0.0,,2020-02-21
3.0,Italy,,0.0,0.0,,0.0,3.0,0.0,,2020-02-21
2.0,Russian Federation,,0.0,0.0,,0.0,2.0,0.0,,2020-02-21
2.0,Spain,,0.0,2.0,,0.0,0.0,0.0,,2020-02-21
1.0,Belgium,,0.0,0.0,,0.0,1.0,0.0,,2020-02-21
1.0,Finland,,0.0,0.0,,0.0,1.0,0.0,,2020-02-21
1.0,Sweden,,0.0,0.0,,0.0,1.0,0.0,,2020-02-21
9.0,United Arab Emirates,,2.0,0.0,,1.0,6.0,0.0,,2020-02-21
5.0,Iran,,5.0,0.0,,0.0,0.0,2.0,,2020-02-21
1.0,Egypt,,1.0,0.0,,0.0,0.0,0.0,,2020-02-21
634.0,International conveyance (Japan),,0.0,0.0,,634.0,0.0,2.0,,2020-02-21
75465.0,China,,,,,,,2236.0,,2020-02-21
68.0,Hong Kong,,,,,,,2.0,,2020-02-21
10.0,Macau,,,,,,,0.0,,2020-02-21
26.0,Taiwan,,,,,,,1.0,,2020-02-21
76769.0,Total,,,,,,,2247.0,,2020-02-21
346.0,Republic of Korea,,288.0,4.0,,41.0,13.0,2.0,,2020-02-22
105.0,Japan,,68.0,5.0,,4.0,28.0,1.0,,2020-02-22
86.0,Singapore,,56.0,0.0,,7.0,23.0,0.0,,2020-02-22
22.0,Malaysia,,2.0,1.0,,2.0,17.0,0.0,,2020-02-22
21.0,Australia,,3.0,6.0,,0.0,12.0,0.0,,2020-02-22
16.0,Viet Nam,,8.0,0.0,,0.0,8.0,0.0,,2020-02-22
3.0,Philippines,,0.0,0.0,,0.0,3.0,1.0,,2020-02-22
1.0,Cambodia,,0.0,0.0,,0.0,1.0,0.0,,2020-02-22
35.0,Thailand,,5.0,0.0,,7.0,23.0,0.0,,2020-02-22
3.0,India,,0.0,0.0,,0.0,3.0,0.0,,2020-02-22
1.0,Nepal,,0.0,0.0,,0.0,1.0,0.0,,2020-02-22
1.0,Sri Lanka,,0.0,0.0,,0.0,1.0,0.0,,2020-02-22
35.0,United States of America,,2.0,18.0,,1.0,14.0,0.0,,2020-02-22
8.0,Canada,,0.0,0.0,,1.0,7.0,0.0,,2020-02-22
16.0,Germany,,14.0,0.0,,0.0,2.0,0.0,,2020-02-22
12.0,France,,7.0,0.0,,0.0,5.0,1.0,,2020-02-22
9.0,Italy,,6.0,0.0,,0.0,3.0,0.0,,2020-02-22
9.0,United Kingdom,,1.0,6.0,,0.0,2.0,0.0,,2020-02-22
2.0,Russian Federation,,0.0,0.0,,0.0,2.0,0.0,,2020-02-22
2.0,Spain,,0.0,2.0,,0.0,0.0,0.0,,2020-02-22
1.0,Belgium,,0.0,0.0,,0.0,1.0,0.0,,2020-02-22
1.0,Finland,,0.0,0.0,,0.0,1.0,0.0,,2020-02-22
1.0,Israel,,0.0,1.0,,0.0,0.0,0.0,,2020-02-22
1.0,Sweden,,0.0,0.0,,0.0,1.0,0.0,,2020-02-22
18.0,Iran,,18.0,0.0,,0.0,0.0,4.0,,2020-02-22
11.0,United Arab Emirates,,5.0,0.0,,0.0,6.0,0.0,,2020-02-22
1.0,Egypt,,1.0,0.0,,0.0,0.0,0.0,,2020-02-22
1.0,Lebanon,,0.0,1.0,,0.0,0.0,0.0,,2020-02-22
634.0,International conveyance (Japan),,0.0,0.0,,634.0,0.0,2.0,,2020-02-22
68.0,Hong Kong,,,,,,,2.0,,2020-02-22
10.0,Macau,,,,,,,0.0,,2020-02-22
26.0,Taiwan,,,,,,,1.0,,2020-02-22
76288.0,China,,,,,,,2345.0,,2020-02-22
77794.0,Total,,,,,,,2359.0,,2020-02-22
